字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
22129	斡	山	入	末	影	合	1	全清	烏			括		
22130	焥	山	入	末	影	合	1	全清	烏			括		
22131	䩊	山	入	末	影	合	1	全清	烏			括		
22132	捾	山	入	末	影	合	1	全清	烏			括		
22133	𣁳	山	入	末	影	合	1	全清	烏			括		
22134	嬒	山	入	末	影	合	1	全清	烏			括		
22135	䁊	山	入	末	影	合	1	全清	烏			括		
22136	睕	山	入	末	影	合	1	全清	烏			括		
22137	𥄗	山	入	末	影	合	1	全清	烏			括		
22138	繓	山	入	末	精	合	1	全清	子			括		
22139	撮	山	入	末	精	合	1	全清	子			括		
22140	攥	山	入	末	精	合	1	全清	子			括		
22141	鏺	山	入	末	滂	合	1	次清	普			活		
22142	𢯸	山	入	末	滂	合	1	次清	普			活		
22143	𨂩	山	入	末	滂	合	1	次清	普			活		
22144	㧊	山	入	末	滂	合	1	次清	普			活		
22145	䣪	山	入	末	滂	合	1	次清	普			活		
22146	𨡩	山	入	末	滂	合	1	次清	普			活		
22147	𣸍	山	入	末	滂	合	1	次清	普			活		
22148	𥄱	山	入	末	滂	合	1	次清	普			活		
22149	鱍	山	入	末	滂	合	1	次清	普			活		
22150	𧘟	山	入	末	滂	合	1	次清	普			活		
22151	𦫔	山	入	末	滂	合	1	次清	普			活		
22152	䍨	山	入	末	滂	合	1	次清	普			活		
22153	𠷑	山	入	末	滂	合	1	次清	普			活		
22154	侻	山	入	末	透	合	1	次清	他			括		
22155	挩	山	入	末	透	合	1	次清	他			括		
22156	脫	山	入	末	透	合	1	次清	他			括		
22157	莌	山	入	末	透	合	1	次清	他			括		
22158	梲	山	入	末	透	合	1	次清	他			括		
22159	裞	山	入	末	透	合	1	次清	他			活		
22160	捋	山	入	末	來	合	1	次濁	郎			括		
22161	𠜖	山	入	末	來	合	1	次濁	郎			括		
22162	蛶	山	入	末	來	合	1	次濁	郎			括		
22163	㸹	山	入	末	來	合	1	次濁	郎			括		
22164	㭩	山	入	末	來	合	1	次濁	郎			括		
22165	掇	山	入	末	端	合	1	全清	丁			括		
22166	剟	山	入	末	端	合	1	全清	丁			括		
22167	鵽	山	入	末	端	合	1	全清	丁			括		
22168	腏	山	入	末	端	合	1	全清	丁			括		
22169	祋	山	入	末	端	合	1	全清	丁			括		
22170	咄	山	入	末	端	合	1	全清	丁			括		
22171	裰	山	入	末	端	合	1	全清	丁			括		
22172	敠	山	入	末	端	合	1	全清	丁			括		
22173	撮	山	入	末	清	合	1	次清	倉			括		
22174	襊	山	入	末	清	合	1	次清	倉			括		
22175	跋	山	入	末	並	合	1	全濁	蒲			撥		
22176	䟛	山	入	末	並	合	1	全濁	蒲			撥		
22177	𧺡	山	入	末	並	合	1	全濁	蒲			撥		
22178	𧺺	山	入	末	並	合	1	全濁	蒲			撥		
22179	魃	山	入	末	並	合	1	全濁	蒲			撥		
22180	𢇷	山	入	末	並	合	1	全濁	蒲			撥		
22181	軷	山	入	末	並	合	1	全濁	蒲			撥		
22182	䣮	山	入	末	並	合	1	全濁	蒲			撥		
22183	馛	山	入	末	並	合	1	全濁	蒲			撥		
22184	炦	山	入	末	並	合	1	全濁	蒲			撥		
22185	颰	山	入	末	並	合	1	全濁	蒲			撥		
22186	癹	山	入	末	並	合	1	全濁	蒲			撥		
22187	妭	山	入	末	並	合	1	全濁	蒲			撥		
22188	犮	山	入	末	並	合	1	全濁	蒲			撥		
22189	䚨	山	入	末	並	合	1	全濁	蒲			撥		
22190	拔	山	入	末	並	合	1	全濁	蒲			撥		
22191	胈	山	入	末	並	合	1	全濁	蒲			撥		
22192	鈸	山	入	末	並	合	1	全濁	蒲			撥		
22193	䳊	山	入	末	並	合	1	全濁	蒲			撥		
22194	䮂	山	入	末	並	合	1	全濁	蒲			撥		
22195	菝	山	入	末	並	合	1	全濁	蒲			撥		
22196	坺	山	入	末	並	合	1	全濁	蒲			撥		
22197	𩃶	山	入	末	並	合	1	全濁	蒲			撥		
22198	茇	山	入	末	並	合	1	全濁	蒲			撥		
22199	䯋	山	入	末	並	合	1	全濁	蒲			撥		
22200	黠	山	入	黠	匣	開	2	全濁	胡			八		
22201	䶤	山	入	黠	匣	開	2	全濁	胡			八		
22202	䕸	山	入	黠	匣	開	2	全濁	胡			八		
22203	䦖	山	入	黠	匣	開	2	全濁	胡			八		
22204	札	山	入	黠	莊	開	2	全清	側			八		
22205	𣧖	山	入	黠	莊	開	2	全清	側			八		
22206	蚻	山	入	黠	莊	開	2	全清	側			八		
22207	紮	山	入	黠	莊	開	2	全清	側			八		
22208	𩿤	山	入	黠	莊	開	2	全清	側			八		
22209	扎	山	入	黠	莊	開	2	全清	側			八		
22210	𧖀	山	入	黠	莊	開	2	全清	壯			殺		
22211	拔	山	入	黠	並	合	2	全濁	蒲			八		
22212	菝	山	入	黠	並	合	2	全濁	蒲			八		
22213	𥎱	山	入	黠	並	合	2	全濁	蒲			八		
22214	𤫶	山	入	黠	溪	開	2	次清	恪			八		
22215	擖	山	入	黠	溪	開	2	次清	恪			八		
22216	劼	山	入	黠	溪	開	2	次清	恪			八		
22217	鬜	山	入	黠	溪	開	2	次清	恪			八		
22218	𩮁	山	入	黠	溪	開	2	次清	恪			八		
22219	𠛉	山	入	黠	溪	開	2	次清	恪			八		
22220	㓤	山	入	黠	溪	開	2	次清	恪			八		
22221	硈	山	入	黠	溪	開	2	次清	恪			八		
22222	𦸉	山	入	黠	溪	開	2	次清	恪			八		
22223	䂒	山	入	黠	溪	開	2	次清	恪			八		
22224	咭	山	入	黠	溪	開	2	次清	恪			八		
22225	𢼣	山	入	黠	溪	開	2	次清	恪			八		
22226	滑	山	入	黠	匣	合	2	全濁	戶			八		
22227	猾	山	入	黠	匣	合	2	全濁	戶			八		
22228	䱻	山	入	黠	匣	合	2	全濁	戶			八		
22229	磆	山	入	黠	匣	合	2	全濁	戶			八		
22230	螖	山	入	黠	匣	合	2	全濁	戶			八		
22231	䴳	山	入	黠	匣	合	2	全濁	戶			八		
22232	𧽌	山	入	黠	匣	合	2	全濁	戶			八		
22233	鶻	山	入	黠	匣	合	2	全濁	戶			八		
22234	八	山	入	黠	幫	合	2	全清	博			拔		
22235	𩡩	山	入	黠	幫	合	2	全清	博			拔		
22236	朳	山	入	黠	幫	合	2	全清	博			拔		
22237	捌	山	入	黠	幫	合	2	全清	博			拔		
22238	扒	山	入	黠	幫	合	2	全清	博			拔		
22239	㺴	山	入	黠	幫	合	2	全清	博			拔		
22240	䤢	山	入	黠	幫	合	2	全清	博			拔		
22241	哵	山	入	黠	幫	合	2	全清	博			拔		
22242	玐	山	入	黠	幫	合	2	全清	博			拔		
22243	釟	山	入	黠	幫	合	2	全清	博			拔		
22244	窡	山	入	黠	知	合	2	全清	丁			滑		
22245	𠿡	山	入	黠	知	合	2	全清	丁			滑		
22246	娺	山	入	黠	知	合	2	全清	丁			滑		
22247	鵽	山	入	黠	知	合	2	全清	丁			滑		
22248	聉	山	入	黠	知	合	2	全清	丁			滑		
22249	婠	山	入	黠	影	合	2	全清	烏			八		
22250	𣁳	山	入	黠	影	合	2	全清	烏			八		
22251	嗢	山	入	黠	影	合	2	全清	烏			八		
22252	䯉	山	入	黠	影	合	2	全清	烏			八		
22253	穵	山	入	黠	影	合	2	全清	烏			八		
22254	嗗	山	入	黠	影	合	2	全清	烏			八		
22255	豽	山	入	黠	娘	合	2	次濁	女			滑		
22256	貀	山	入	黠	娘	合	2	次濁	女			滑		
22257	㕯	山	入	黠	娘	合	2	次濁	女			滑		
22258	肭	山	入	黠	娘	合	2	次濁	女			滑		
22259	𪙻	山	入	黠	初	開	2	次清	初			八		
22260	䕓	山	入	黠	初	開	2	次清	初			八		
22261	察	山	入	黠	初	開	2	次清	初			八		
22262	詧	山	入	黠	初	開	2	次清	初			八		
22263	𣘤	山	入	黠	初	開	2	次清	初			八		
22264	𥉻	山	入	黠	初	開	2	次清	初			八		
22265	𩴳	山	入	黠	初	開	2	次清	初			八		
22266	劀	山	入	黠	見	合	2	全清	古			滑		
22267	𦺧	山	入	黠	見	合	2	全清	古			滑		
22268	鱊	山	入	黠	見	合	2	全清	古			滑		
22269	戛	山	入	黠	見	開	2	全清	古			黠		
22270	扴	山	入	黠	見	開	2	全清	古			黠		
22271	圿	山	入	黠	見	開	2	全清	古			黠		
22272	稭	山	入	黠	見	開	2	全清	古			黠		
22273	鴶	山	入	黠	見	開	2	全清	古			黠		
22274	楔	山	入	黠	見	開	2	全清	古			黠		
22275	秸	山	入	黠	見	開	2	全清	古			黠		
22276	骱	山	入	黠	見	開	2	全清	古			黠		
22277	鞂	山	入	黠	見	開	2	全清	古			黠		
22278	砎	山	入	黠	見	開	2	全清	古			黠		
22279	忦	山	入	黠	見	開	2	全清	古			黠		
22280	嘎	山	入	黠	見	開	2	全清	古			黠		
22281	𠜵	山	入	黠	見	開	2	全清	古			黠		
22282	𪃈	山	入	黠	見	開	2	全清	古			黠		
22283	袺	山	入	黠	見	開	2	全清	古			黠		
22284	㮖	山	入	黠	見	開	2	全清	古			黠		
22285	磍	山	入	黠	見	開	2	全清	古			黠		
22286	頡	山	入	黠	見	開	2	全清	古			黠		
22287	軋	山	入	黠	影	開	2	全清	烏			黠		
22288	圠	山	入	黠	影	開	2	全清	烏			黠		
22289	揠	山	入	黠	影	開	2	全清	烏			黠		
22290	嫼	山	入	黠	影	開	2	全清	烏			黠		
22291	䝟	山	入	黠	影	開	2	全清	烏			黠		
22292	猰	山	入	黠	影	開	2	全清	烏			黠		
22293	穵	山	入	黠	影	開	2	全清	烏			黠		
22294	𥈔	山	入	黠	影	開	2	全清	烏			黠		
22295	䰲	山	入	黠	影	開	2	全清	烏			黠		
22296	窫	山	入	黠	影	開	2	全清	烏			黠		
22297	殺	山	入	黠	生	開	2	全清	所			八		
22298	煞	山	入	黠	生	開	2	全清	所			八		
22299	鎩	山	入	黠	生	開	2	全清	所			八		
22300	𣻑	山	入	黠	生	開	2	全清	所			八		
22301	帴	山	入	黠	生	開	2	全清	所			八		
22302	蔱	山	入	黠	生	開	2	全清	所			八		
22303	樧	山	入	黠	生	開	2	全清	所			八		
22304	㑻	山	入	黠	明	合	2	次濁	莫			八		
22305	䀣	山	入	黠	明	合	2	次濁	莫			八		
22306	齂	山	入	黠	明	合	2	次濁	莫			八		
22307	䯦	山	入	黠	明	合	2	次濁	莫			八		
22308	𪒜	山	入	黠	明	合	2	次濁	莫			八		
22309	睰	山	入	黠	明	合	2	次濁	莫			八		
22310	礣	山	入	黠	明	合	2	次濁	莫			八		
22311	傄	山	入	黠	曉	合	2	次清	呼			八		
22312	䀨	山	入	黠	曉	合	2	次清	呼			八		
22313	痆	山	入	黠	娘	開	2	次濁	女			黠		
22314	𤷈	山	入	黠	娘	開	2	次濁	女			黠		
22315	𧞍	山	入	黠	娘	開	2	次濁	女			黠		
22316	𦤙	山	入	黠	疑	合	2	次濁	五			滑		
22317	聉	山	入	黠	疑	合	2	次濁	五			滑		
22318	𦘍	山	入	黠	疑	合	2	次濁	五			滑		
22319	䯇	山	入	黠	溪	合	2	次清	口			滑		
22320	汃	山	入	黠	滂	合	2	次清	普			八		
22321	𪗔	山	入	黠	滂	合	2	次清	普			八		
22322	𥐙	山	入	黠	滂	合	2	次清	普			八		
22323	𨋐	山	入	黠	滂	合	2	次清	普			八		
22324	茁	山	入	黠	莊	合	2	全清	鄒			滑		
22325	鎋	山	入	鎋	匣	開	2	全濁	胡			瞎		
22326	舝	山	入	鎋	匣	開	2	全濁	胡			瞎		
22327	轄	山	入	鎋	匣	開	2	全濁	胡			瞎		
22328	𪗾	山	入	鎋	匣	開	2	全濁	胡			瞎		
22329	鶷	山	入	鎋	匣	開	2	全濁	胡			瞎		
22330	砎	山	入	鎋	匣	開	2	全濁	胡			瞎		
22331	𧕱	山	入	鎋	匣	開	2	全濁	胡			瞎		
22332	𤪍	山	入	鎋	匣	開	2	全濁	胡			瞎		
22333	𦵯	山	入	鎋	匣	開	2	全濁	胡			瞎		
22334	𧷎	山	入	鎋	匣	開	2	全濁	胡			瞎		
22335	縖	山	入	鎋	匣	開	2	全濁	胡			瞎		
22336	𩝛	山	入	鎋	匣	開	2	全濁	胡			瞎		
22337	𥰶	山	入	鎋	匣	開	2	全濁	胡			瞎		
22338	𠢆	山	入	鎋	匣	開	2	全濁	胡			瞎		
22339	𢮟	山	入	鎋	匣	開	2	全濁	胡			瞎		
22340	𪆰	山	入	鎋	影	開	2	全清	乙			鎋		
22341	䦪	山	入	鎋	影	開	2	全清	乙			鎋		
22342	𡇼	山	入	鎋	影	開	2	全清	乙			鎋		
22343	呾	山	入	鎋	影	開	2	全清	乙			鎋		
22344	劜	山	入	鎋	影	開	2	全清	乙			鎋		
22345	齾	山	入	鎋	疑	開	2	次濁	五			鎋		
22346	聐	山	入	鎋	疑	開	2	次濁	五			鎋		
22347	𩮝	山	入	鎋	疑	開	2	次濁	五			鎋		
22348	𡿖	山	入	鎋	疑	開	2	次濁	五			鎋		
22349	剎	山	入	鎋	初	開	2	次清	初			鎋		
22350	䓭	山	入	鎋	初	開	2	次清	初			鎋		
22351	𥴭	山	入	鎋	溪	開	2	次清	枯			鎋		
22352	楬	山	入	鎋	溪	開	2	次清	枯			鎋		
22353	磍	山	入	鎋	溪	開	2	次清	枯			鎋		
22354	趏	山	入	鎋	溪	開	2	次清	枯			鎋		
22355	瞎	山	入	鎋	曉	開	2	次清	許			鎋		
22356	𪗾	山	入	鎋	曉	開	2	次清	許			鎋		
22357	𩮂	山	入	鎋	曉	開	2	次清	許			鎋		
22358	㔠	山	入	鎋	曉	開	2	次清	許			鎋		
22359	獺	山	入	鎋	徹	開	2	次清	他			鎋		
22360	刮	山	入	鎋	見	合	2	全清	古			䫄		
22361	鴰	山	入	鎋	見	合	2	全清	古			䫄		
22362	劀	山	入	鎋	見	合	2	全清	古			䫄		
22363	䄆	山	入	鎋	見	合	2	全清	古			䫄		
22364	趏	山	入	鎋	見	合	2	全清	古			䫄		
22365	頢	山	入	鎋	匣	合	2	全濁	下			刮		
22366	𤁪	山	入	鎋	匣	合	2	全濁	下			刮		
22367	𦧠	山	入	鎋	匣	合	2	全濁	下			刮		
22368	敌	山	入	鎋	匣	合	2	全濁	下			刮		
22369	舌	山	入	鎋	匣	合	2	全濁	下			刮		
22370	姡	山	入	鎋	匣	合	2	全濁	下			刮		
22371	咶	山	入	鎋	匣	合	2	全濁	下			刮		
22372	䫄	山	入	鎋	徹	合	2	次清	丑			刮		
22373	𤁫	山	入	鎋	徹	合	2	次清	丑			刮		
22374	鵽	山	入	鎋	知	合	2	全清	丁			刮		
22375	窡	山	入	鎋	知	合	2	全清	丁			刮		
22376	錣	山	入	鎋	知	合	2	全清	丁			刮		
22377	刷	山	入	鎋	生	合	2	全清	數			刮		
22378	刖	山	入	鎋	疑	合	2	次濁	五			刮		
22379	䎳	山	入	鎋	疑	合	2	次濁	五			刮		
22380	㱚	山	入	鎋	疑	合	2	次濁	五			刮		
22381	䚴	山	入	鎋	疑	合	2	次濁	五			刮		
22382	䵵	山	入	鎋	初	合	2	次清	初			刮		
22383	㔍	山	入	鎋	初	合	2	次清	初			刮		
22384	礣	山	入	鎋	明	開	2	次濁	莫			鎋		
22385	帓	山	入	鎋	明	開	2	次濁	莫			鎋		
22386	帕	山	入	鎋	明	開	2	次濁	莫			鎋		
22387	㩢	山	入	鎋	明	開	2	次濁	莫			鎋		
22388	妠	山	入	鎋	娘	合	2	次濁	女			刮		
22389	𤬷	山	入	鎋	娘	合	2	次濁	女			刮		
22390	袦	山	入	鎋	娘	合	2	次濁	女			刮		
22391	捌	山	入	鎋	幫	開	2	全清	百			鎋		
22392	㭭	山	入	鎋	幫	開	2	全清	百			鎋		
22393	𪈟	山	入	鎋	見	開	2	全清	古			鎋		
22394	擖	山	入	鎋	見	開	2	全清	古			鎋		
22395	𩮁	山	入	鎋	見	開	2	全清	古			鎋		
22396	猰	山	入	鎋	見	開	2	全清	古			鎋		
22397	𨰉	山	入	鎋	崇	開	2	全濁	查			鎋		
22398	耫	山	入	鎋	崇	開	2	全濁	查			鎋		
22399	㳐	山	入	鎋	崇	開	2	全濁	查			鎋		
22400	哳	山	入	鎋	知	開	2	全清	陟			鎋		
22401	𢧻	山	入	鎋	知	開	2	全清	陟			鎋		
22402	𧶇	山	入	鎋	知	開	2	全清	陟			鎋		
22403	眣	山	入	鎋	知	開	2	全清	陟			鎋		
22404	𩭿	山	入	鎋	泥	開	2	次濁	而			轄		
22405	屑	山	入	屑	心	開	4	全清	先			結		
22406	楔	山	入	屑	心	開	4	全清	先			結		
22407	揳	山	入	屑	心	開	4	全清	先			結		
22408	𨆳	山	入	屑	心	開	4	全清	先			結		
22409	榍	山	入	屑	心	開	4	全清	先			結		
22410	糏	山	入	屑	心	開	4	全清	先			結		
22411	僁	山	入	屑	心	開	4	全清	先			結		
22412	偰	山	入	屑	心	開	4	全清	先			結		
22413	㴽	山	入	屑	心	開	4	全清	先			結		
22414	𦵱	山	入	屑	心	開	4	全清	先			結		
22415	𦞚	山	入	屑	心	開	4	全清	先			結		
22416	㨝	山	入	屑	心	開	4	全清	先			結		
22417	切	山	入	屑	清	開	4	次清	千			結		
22418	㗫	山	入	屑	清	開	4	次清	千			結		
22419	𪙌	山	入	屑	清	開	4	次清	千			結		
22420	竊	山	入	屑	清	開	4	次清	千			結		
22421	柣	山	入	屑	清	開	4	次清	千			結		
22422	沏	山	入	屑	清	開	4	次清	千			結		
22423	䟙	山	入	屑	清	開	4	次清	千			結		
22424	詧	山	入	屑	清	開	4	次清	千			結		
22425	結	山	入	屑	見	開	4	全清	古			屑		
22426	絜	山	入	屑	見	開	4	全清	古			屑		
22427	潔	山	入	屑	見	開	4	全清	古			屑		
22428	䥛	山	入	屑	見	開	4	全清	古			屑		
22429	鍥	山	入	屑	見	開	4	全清	古			屑		
22430	桔	山	入	屑	見	開	4	全清	古			屑		
22431	𣚃	山	入	屑	見	開	4	全清	古			屑		
22432	𧾯	山	入	屑	見	開	4	全清	古			屑		
22433	𪃈	山	入	屑	見	開	4	全清	古			屑		
22434	袺	山	入	屑	見	開	4	全清	古			屑		
22435	拮	山	入	屑	見	開	4	全清	古			屑		
22436	狤	山	入	屑	見	開	4	全清	古			屑		
22437	魝	山	入	屑	見	開	4	全清	古			屑		
22438	𡔣	山	入	屑	見	開	4	全清	古			屑		
22439	𧍩	山	入	屑	見	開	4	全清	古			屑		
22440	節	山	入	屑	精	開	4	全清	子			結		
22441	𢎛	山	入	屑	精	開	4	全清	子			結		
22442	癤	山	入	屑	精	開	4	全清	子			結		
22443	蝍	山	入	屑	精	開	4	全清	子			結		
22444	楶	山	入	屑	精	開	4	全清	子			結		
22445	𤁢	山	入	屑	精	開	4	全清	子			結		
22446	㸅	山	入	屑	精	開	4	全清	子			結		
22447	岊	山	入	屑	精	開	4	全清	子			結		
22448	𩯰	山	入	屑	精	開	4	全清	子			結		
22449	䲙	山	入	屑	精	開	4	全清	子			結		
22450	幯	山	入	屑	精	開	4	全清	子			結		
22451	𠬝	山	入	屑	精	開	4	全清	子			結		
22452	𧞩	山	入	屑	精	開	4	全清	子			結		
22453	血	山	入	屑	曉	合	4	次清	呼			決		
22454	𥅧	山	入	屑	曉	合	4	次清	呼			決		
22455	䆷	山	入	屑	曉	合	4	次清	呼			決		
22456	䆝	山	入	屑	曉	合	4	次清	呼			決		
22457	䦑	山	入	屑	曉	合	4	次清	呼			決		
