字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
11237	徯	蟹	上	薺	匣	開	4	全濁	胡			禮		
11238	謑	蟹	上	薺	匣	開	4	全濁	胡			禮		
11239	𥰥	蟹	上	薺	匣	開	4	全濁	胡			禮		
11240	𦩶	蟹	上	薺	匣	開	4	全濁	胡			禮		
11241	涀	蟹	上	薺	匣	開	4	全濁	胡			禮		
11242	𧨍	蟹	上	薺	匣	開	4	全濁	胡			禮		
11243	匸	蟹	上	薺	匣	開	4	全濁	胡			禮		
11244	𥉐	蟹	上	薺	匣	開	4	全濁	胡			禮		
11245	米	蟹	上	薺	明	開	4	次濁	莫			禮		
11246	眯	蟹	上	薺	明	開	4	次濁	莫			禮		
11247	䋛	蟹	上	薺	明	開	4	次濁	莫			禮		
11248	洣	蟹	上	薺	明	開	4	次濁	莫			禮		
11249	蔝	蟹	上	薺	明	開	4	次濁	莫			禮		
11250	𡬍	蟹	上	薺	明	開	4	次濁	莫			禮		
11251	䱊	蟹	上	薺	明	開	4	次濁	莫			禮		
11252	陛	蟹	上	薺	並	開	4	全濁	傍			禮		
11253	梐	蟹	上	薺	並	開	4	全濁	傍			禮		
11254	髀	蟹	上	薺	並	開	4	全濁	傍			禮		
11255	䯗	蟹	上	薺	並	開	4	全濁	傍			禮		
11256	㙄	蟹	上	薺	並	開	4	全濁	傍			禮		
11257	𦸣	蟹	上	薺	並	開	4	全濁	傍			禮		
11258	𤙞	蟹	上	薺	並	開	4	全濁	傍			禮		
11259	𠈺	蟹	上	薺	並	開	4	全濁	傍			禮		
11260	𠯋	蟹	上	薺	影	開	4	全清	烏			弟		
11261	䚷	蟹	上	薺	影	開	4	全清	烏			弟		
11262	堄	蟹	上	薺	疑	開	4	次濁	研			啟		
11263	㪒	蟹	上	薺	疑	開	4	次濁	研			啟		
11264	掜	蟹	上	薺	疑	開	4	次濁	研			啟		
11265	觬	蟹	上	薺	疑	開	4	次濁	研			啟		
11266	䘽	蟹	上	薺	疑	開	4	次濁	研			啟		
11267	晲	蟹	上	薺	疑	開	4	次濁	研			啟		
11268	㪏	蟹	上	薺	幫	開	4	全清	補			米		
11269	𤽊	蟹	上	薺	幫	開	4	全清	補			米		
11270	蟹	蟹	上	蟹	匣	開	2	全濁	胡			買		
11271	䲒	蟹	上	蟹	匣	開	2	全濁	胡			買		
11272	解	蟹	上	蟹	匣	開	2	全濁	胡			買		
11273	獬	蟹	上	蟹	匣	開	2	全濁	胡			買		
11274	澥	蟹	上	蟹	匣	開	2	全濁	胡			買		
11275	嶰	蟹	上	蟹	匣	開	2	全濁	胡			買		
11276	𨼬	蟹	上	蟹	匣	開	2	全濁	胡			買		
11277	買	蟹	上	蟹	明	開	2	次濁	莫			蟹		
11278	嘪	蟹	上	蟹	明	開	2	次濁	莫			蟹		
11279	蕒	蟹	上	蟹	明	開	2	次濁	莫			蟹		
11280	㵋	蟹	上	蟹	明	開	2	次濁	莫			蟹		
11281	鷶	蟹	上	蟹	明	開	2	次濁	莫			蟹		
11282	䒓	蟹	上	蟹	溪	開	2	次清	苦			蟹		
11283	𡢖	蟹	上	蟹	溪	開	2	次清	苦			蟹		
11284	𦝨	蟹	上	蟹	溪	開	2	次清	苦			蟹		
11285	廌	蟹	上	蟹	澄	開	2	全濁	宅			買		
11286	豸	蟹	上	蟹	澄	開	2	全濁	宅			買		
11287	𧳋	蟹	上	蟹	澄	開	2	全濁	宅			買		
11288	嬭	蟹	上	蟹	娘	開	2	次濁	奴			蟹		
11289	㚷	蟹	上	蟹	娘	開	2	次濁	奴			蟹		
11290	罷	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11291	矲	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11292	猈	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11293	䥯	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11294	𢞎	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11295	㔥	蟹	上	蟹	並	開	2	全濁	薄			蟹		
11296	矮	蟹	上	蟹	影	開	2	全清	烏			蟹		
11297	㢊	蟹	上	蟹	影	開	2	全清	烏			蟹		
11298	躷	蟹	上	蟹	影	開	2	全清	烏			蟹		
11299	擺	蟹	上	蟹	幫	開	2	全清	北			買		
11300	捭	蟹	上	蟹	幫	開	2	全清	北			買		
11301	解	蟹	上	蟹	見	開	2	全清	佳			買		
11302	薢	蟹	上	蟹	見	開	2	全清	佳			買		
11303	檞	蟹	上	蟹	見	開	2	全清	佳			買		
11304	灑	蟹	上	蟹	生	開	2	全清	所			蟹		
11305	𩌦	蟹	上	蟹	生	開	2	全清	所			蟹		
11306	躧	蟹	上	蟹	生	開	2	全清	所			蟹		
11307	𦫳	蟹	上	蟹	見	合	2	全清	乖			買		
11308	𡐠	蟹	上	蟹	見	合	2	全清	乖			買		
11309	枴	蟹	上	蟹	見	合	2	全清	乖			買		
11310	㧳	蟹	上	蟹	澄	合	2	全濁	丈			夥		
11311	夥	蟹	上	蟹	匣	合	2	全濁	懷			𦫳		
11312	扮	蟹	上	蟹	曉	合	2	次清	花			夥		
11313	箉	蟹	上	祭	羣	開	3	全濁	求			蟹		
11314	拐	蟹	上	蟹	羣	開	2	全濁	求			蟹		
11315	跐	蟹	上	蟹	莊	開	2	全清	阻			買		
11316	㧗	蟹	上	蟹	莊	開	2	全清	側			買		
11317	駭	蟹	上	駭	匣	開	2	全濁	侯			楷		
11318	絯	蟹	上	駭	匣	開	2	全濁	侯			楷		
11319	侅	蟹	上	駭	匣	開	2	全濁	侯			楷		
11320	駴	蟹	上	駭	匣	開	2	全濁	侯			楷		
11321	楷	蟹	上	駭	溪	開	2	次清	苦			駭		
11322	𠢲	蟹	上	駭	溪	開	2	次清	苦			駭		
11323	𥏪	蟹	上	駭	溪	開	2	次清	苦			駭		
11324	鍇	蟹	上	駭	溪	開	2	次清	苦			駭		
11325	騃	蟹	上	駭	疑	開	2	次濁	五			駭		
11326	𤶗	蟹	上	駭	疑	開	2	次濁	五			駭		
11327	娾	蟹	上	駭	疑	開	2	次濁	五			駭		
11328	𧡋	蟹	上	駭	疑	開	2	次濁	五			駭		
11329	挨	蟹	上	駭	影	開	2	全清	於			駭		
11330	唉	蟹	上	駭	影	開	2	全清	於			駭		
11331	賄	蟹	上	賄	曉	合	1	次清	呼			罪		
11332	𧶅	蟹	上	賄	曉	合	1	次清	呼			罪		
11333	䏨	蟹	上	賄	曉	合	1	次清	呼			罪		
11334	燘	蟹	上	賄	曉	合	1	次清	呼			罪		
11335	悔	蟹	上	賄	曉	合	1	次清	呼			罪		
11336	蛕	蟹	上	賄	曉	合	1	次清	呼			罪		
11337	㷄	蟹	上	賄	曉	合	1	次清	呼			罪		
11338	猥	蟹	上	賄	影	合	1	全清	烏			賄		
11339	腲	蟹	上	賄	影	合	1	全清	烏			賄		
11340	嵔	蟹	上	賄	影	合	1	全清	烏			賄		
11341	鍡	蟹	上	賄	影	合	1	全清	烏			賄		
11342	㛱	蟹	上	賄	影	合	1	全清	烏			賄		
11343	碨	蟹	上	賄	影	合	1	全清	烏			賄		
11344	𥓔	蟹	上	賄	影	合	1	全清	烏			賄		
11345	㱬	蟹	上	賄	影	合	1	全清	烏			賄		
11346	㞇	蟹	上	賄	影	合	1	全清	烏			賄		
11347	𨝀	蟹	上	賄	影	合	1	全清	烏			賄		
11348	磥	蟹	上	賄	來	合	1	次濁	落			猥		
11349	磊	蟹	上	賄	來	合	1	次濁	落			猥		
11350	癗	蟹	上	賄	來	合	1	次濁	落			猥		
11351	𡾋	蟹	上	賄	來	合	1	次濁	落			猥		
11352	礧	蟹	上	賄	來	合	1	次濁	落			猥		
11353	䣂	蟹	上	賄	來	合	1	次濁	落			猥		
11354	鑘	蟹	上	賄	來	合	1	次濁	落			猥		
11355	㵽	蟹	上	賄	來	合	1	次濁	落			猥		
11356	郲	蟹	上	賄	來	合	1	次濁	落			猥		
11357	𡼊	蟹	上	賄	來	合	1	次濁	落			猥		
11358	蕾	蟹	上	賄	來	合	1	次濁	落			猥		
11359	儡	蟹	上	賄	來	合	1	次濁	落			猥		
11360	儽	蟹	上	賄	來	合	1	次濁	落			猥		
11361	𦢏	蟹	上	賄	來	合	1	次濁	落			猥		
11362	頛	蟹	上	賄	來	合	1	次濁	落			猥		
11363	櫑	蟹	上	賄	來	合	1	次濁	落			猥		
11364	𡿔	蟹	上	賄	來	合	1	次濁	力			罪		
11365	儽	蟹	上	賄	來	合	1	次濁	力			罪		
11366	錞	蟹	上	賄	定	合	1	全濁	徒			猥		
11367	瀢	蟹	上	賄	定	合	1	全濁	徒			猥		
11368	陮	蟹	上	賄	定	合	1	全濁	徒			猥		
11369	𨯝	蟹	上	賄	定	合	1	全濁	徒			猥		
11370	𦶏	蟹	上	賄	定	合	1	全濁	徒			猥		
11371	辠	蟹	上	賄	從	合	1	全濁	徂			賄		
11372	罪	蟹	上	賄	從	合	1	全濁	徂			賄		
11373	㠑	蟹	上	賄	從	合	1	全濁	徂			賄		
11374	浼	蟹	上	賄	明	合	1	次濁	武			罪		
11375	潣	蟹	上	賄	明	合	1	次濁	武			罪		
11376	每	蟹	上	賄	明	合	1	次濁	武			罪		
11377	挴	蟹	上	賄	明	合	1	次濁	武			罪		
11378	燘	蟹	上	賄	明	合	1	次濁	武			罪		
11379	䜸	蟹	上	賄	明	合	1	次濁	武			罪		
11380	骽	蟹	上	賄	透	合	1	次清	吐			猥		
11381	腿	蟹	上	賄	透	合	1	次清	吐			猥		
11382	聉	蟹	上	賄	透	合	1	次清	吐			猥		
11383	僓	蟹	上	賄	透	合	1	次清	吐			猥		
11384	脮	蟹	上	賄	透	合	1	次清	吐			猥		
11385	㟎	蟹	上	賄	透	合	1	次清	吐			猥		
11386	㱣	蟹	上	賄	透	合	1	次清	吐			猥		
11387	㞂	蟹	上	賄	透	合	1	次清	吐			猥		
11388	瘣	蟹	上	賄	匣	合	1	全濁	胡			罪		
11389	溾	蟹	上	賄	匣	合	1	全濁	胡			罪		
11390	㱱	蟹	上	賄	匣	合	1	全濁	胡			罪		
11391	䜋	蟹	上	賄	匣	合	1	全濁	胡			罪		
11392	匯	蟹	上	賄	匣	合	1	全濁	胡			罪		
11393	廆	蟹	上	賄	匣	合	1	全濁	胡			罪		
11394	䕇	蟹	上	賄	匣	合	1	全濁	胡			罪		
11395	輠	蟹	上	賄	匣	合	1	全濁	胡			罪		
11396	𨝀	蟹	上	賄	匣	合	1	全濁	胡			罪		
11397	䫥	蟹	上	賄	溪	合	1	次清	口			猥		
11398	㚍	蟹	上	賄	溪	合	1	次清	口			猥		
11399	傀	蟹	上	賄	溪	合	1	次清	口			猥		
11400	顝	蟹	上	賄	溪	合	1	次清	口			猥		
11401	磈	蟹	上	賄	溪	合	1	次清	口			猥		
11402	𦞙	蟹	上	賄	端	合	1	全清	都			罪		
11403	䇏	蟹	上	賄	端	合	1	全清	都			罪		
11404	𡑈	蟹	上	賄	端	合	1	全清	都			罪		
11405	頧	蟹	上	賄	端	合	1	全清	都			罪		
11406	謉	蟹	上	賄	端	合	1	全清	都			罪		
11407	餧	蟹	上	賄	泥	合	1	次濁	奴			罪		
11408	餒	蟹	上	賄	泥	合	1	次濁	奴			罪		
11409	浽	蟹	上	賄	泥	合	1	次濁	奴			罪		
11410	娞	蟹	上	賄	泥	合	1	次濁	奴			罪		
11411	𩗔	蟹	上	賄	泥	合	1	次濁	奴			罪		
11412	鮾	蟹	上	賄	泥	合	1	次濁	奴			罪		
11413	脮	蟹	上	賄	泥	合	1	次濁	奴			罪		
11414	㼏	蟹	上	賄	泥	合	1	次濁	奴			罪		
11415	𩬳	蟹	上	賄	知	合	3	全清	陟			賄		
11416	頠	蟹	上	賄	疑	合	1	次濁	五			罪		
11417	顡	蟹	上	賄	疑	合	1	次濁	五			罪		
11418	隗	蟹	上	賄	疑	合	1	次濁	五			罪		
11419	峞	蟹	上	賄	疑	合	1	次濁	五			罪		
11420	嵬	蟹	上	賄	疑	合	1	次濁	五			罪		
11421	䫥	蟹	上	賄	疑	合	1	次濁	五			罪		
11422	䃬	蟹	上	賄	疑	合	1	次濁	五			罪		
11423	皠	蟹	上	賄	清	合	1	次清	七			罪		
11424	𣿒	蟹	上	賄	清	合	1	次清	七			罪		
11425	𣿓	蟹	上	賄	清	合	1	次清	七			罪		
11426	漼	蟹	上	賄	清	合	1	次清	七			罪		
11427	璀	蟹	上	賄	清	合	1	次清	七			罪		
11428	𥼺	蟹	上	賄	清	合	1	次清	七			罪		
11429	䊫	蟹	上	賄	清	合	1	次清	七			罪		
11430	鏙	蟹	上	賄	清	合	1	次清	七			罪		
11431	琲	蟹	上	賄	並	合	1	全濁	蒲			罪		
11432	痱	蟹	上	賄	並	合	1	全濁	蒲			罪		
11433	𢳁	蟹	上	賄	並	合	1	全濁	蒲			罪		
11434	槯	蟹	上	賄	精	合	1	全清	子			罪		
11435	洅	蟹	上	賄	精	合	1	全清	子			罪		
11436	侑	蟹	上	賄	云	合	3	次濁	于			罪		
11437	海	蟹	上	海	曉	開	1	次清	呼			改		
11438	醢	蟹	上	海	曉	開	1	次清	呼			改		
11439	橀	蟹	上	海	曉	開	1	次清	呼			改		
11440	愷	蟹	上	海	溪	開	1	次清	苦			亥		
11441	凱	蟹	上	海	溪	開	1	次清	苦			亥		
11442	颽	蟹	上	海	溪	開	1	次清	苦			亥		
11443	塏	蟹	上	海	溪	開	1	次清	苦			亥		
11444	暟	蟹	上	海	溪	開	1	次清	苦			亥		
11445	鎧	蟹	上	海	溪	開	1	次清	苦			亥		
11446	闓	蟹	上	海	溪	開	1	次清	苦			亥		
11447	䐩	蟹	上	海	溪	開	1	次清	苦			亥		
11448	輆	蟹	上	海	溪	開	1	次清	苦			亥		
11449	宰	蟹	上	海	精	開	1	全清	作			亥		
11450	縡	蟹	上	海	精	開	1	全清	作			亥		
11451	䏁	蟹	上	海	精	開	1	全清	作			亥		
11452	載	蟹	上	海	精	開	1	全清	作			亥		
11453	駘	蟹	上	海	定	開	1	全濁	徒			亥		
11454	殆	蟹	上	海	定	開	1	全濁	徒			亥		
11455	待	蟹	上	海	定	開	1	全濁	徒			亥		
11456	怠	蟹	上	海	定	開	1	全濁	徒			亥		
11457	迨	蟹	上	海	定	開	1	全濁	徒			亥		
11458	𨽿	蟹	上	海	定	開	1	全濁	徒			亥		
11459	紿	蟹	上	海	定	開	1	全濁	徒			亥		
11460	䈚	蟹	上	海	定	開	1	全濁	徒			亥		
11461	詒	蟹	上	海	定	開	1	全濁	徒			亥		
11462	軩	蟹	上	海	定	開	1	全濁	徒			亥		
11463	𠷂	蟹	上	海	定	開	1	全濁	徒			亥		
11464	乃	蟹	上	海	泥	開	1	次濁	奴			亥		
11465	迺	蟹	上	海	泥	開	1	次濁	奴			亥		
11466	鼐	蟹	上	海	泥	開	1	次濁	奴			亥		
11467	改	蟹	上	海	見	開	1	全清	古			亥		
11468	頦	蟹	上	海	見	開	1	全清	古			亥		
11469	絠	蟹	上	海	見	開	1	全清	古			亥		
11470	亥	蟹	上	海	匣	開	1	全濁	胡			改		
11471	侅	蟹	上	海	匣	開	1	全濁	胡			改		
11472	㧡	蟹	上	海	匣	開	1	全濁	胡			改		
11473	𥩲	蟹	上	海	匣	開	1	全濁	胡			改		
11474	啡	蟹	上	海	滂	開	1	次清	匹			愷		
11475	采	蟹	上	海	清	開	1	次清	倉			宰		
11476	採	蟹	上	海	清	開	1	次清	倉			宰		
11477	綵	蟹	上	海	清	開	1	次清	倉			宰		
11478	寀	蟹	上	海	清	開	1	次清	倉			宰		
11479	彩	蟹	上	海	清	開	1	次清	倉			宰		
11480	䰂	蟹	上	海	清	開	1	次清	倉			宰		
11481	㥒	蟹	上	海	清	開	1	次清	倉			宰		
11482	茝	蟹	上	海	昌	開	3	次清	昌			紿		
11483	等	蟹	上	海	端	開	1	全清	多			改		
11484	䆀	蟹	上	海	明	開	1	次濁	莫			亥		
11485	挴	蟹	上	海	明	開	1	次濁	莫			亥		
11486	在	蟹	上	海	從	開	1	全濁	昨			宰		
11487	俖	蟹	上	海	滂	開	1	次清	普			乃		
11488	朏	蟹	上	海	滂	開	1	次清	普			乃		
11489	欸	蟹	上	海	影	開	1	全清	於			改		
11490	㕈	蟹	上	海	影	開	1	全清	於			改		
11491	毐	蟹	上	海	影	開	1	全清	於			改		
11492	挨	蟹	上	海	影	開	1	全清	於			改		
11493	佁	蟹	上	海	以	開	3	次濁	夷			在		
11494	㘆	蟹	上	海	透	開	1	次清	他			亥		
11495	疓	蟹	上	海	日	開	3	次濁	如			亥		
11496	𨦂	蟹	上	海	來	開	1	次濁	來			改		
11497	唻	蟹	上	海	來	開	1	次濁	來			改		
11498	䑂	蟹	上	海	以	開	3	次濁	與			改		
11499	𦚪	蟹	上	海	以	開	3	次濁	與			改		
11500	倍	蟹	上	海	並	開	1	全濁	薄			亥		
11501	菩	蟹	上	海	並	開	1	全濁	薄			亥		
11502	蓓	蟹	上	海	並	開	1	全濁	薄			亥		
11503	軫	臻	上	軫	章	開	3	全清	章			忍		
11504	縝	臻	上	軫	章	開	3	全清	章			忍		
11505	胗	臻	上	軫	章	開	3	全清	章			忍		
11506	疹	臻	上	軫	章	開	3	全清	章			忍		
11507	畛	臻	上	軫	章	開	3	全清	章			忍		
11508	賑	臻	上	軫	章	開	3	全清	章			忍		
11509	㐱	臻	上	軫	章	開	3	全清	章			忍		
11510	鬒	臻	上	軫	章	開	3	全清	章			忍		
11511	槙	臻	上	軫	章	開	3	全清	章			忍		
11512	紾	臻	上	軫	章	開	3	全清	章			忍		
11513	縝	臻	上	軫	章	開	3	全清	章			忍		
11514	𦕑	臻	上	軫	章	開	3	全清	章			忍		
11515	診	臻	上	軫	章	開	3	全清	章			忍		
11516	袗	臻	上	軫	章	開	3	全清	章			忍		
11517	裖	臻	上	軫	章	開	3	全清	章			忍		
11518	敐	臻	上	軫	章	開	3	全清	章			忍		
11519	眕	臻	上	軫	章	開	3	全清	章			忍		
11520	䪾	臻	上	軫	章	開	3	全清	章			忍		
11521	黰	臻	上	軫	章	開	3	全清	章			忍		
11522	駗	臻	上	軫	章	開	3	全清	章			忍		
11523	𣞟	臻	上	軫	章	開	3	全清	章			忍		
11524	稹	臻	上	軫	章	開	3	全清	章			忍		
11525	𠘱	臻	上	軫	章	開	3	全清	章			忍		
11526	辴	臻	上	軫	徹	開	3	次清	丑			忍		
11527	腎	臻	上	軫	禪	開	3	全濁	時			忍		
11528	蜃	臻	上	軫	禪	開	3	全濁	時			忍		
11529	祳	臻	上	軫	禪	開	3	全濁	時			忍		
11530	脤	臻	上	軫	禪	開	3	全濁	時			忍		
11531	㰮	臻	上	軫	禪	開	3	全濁	時			忍		
11532	鋠	臻	上	軫	禪	開	3	全濁	時			忍		
11533	忍	臻	上	軫	日	開	3	次濁	而			軫		
11534	荵	臻	上	軫	日	開	3	次濁	而			軫		
11535	涊	臻	上	軫	日	開	3	次濁	而			軫		
11536	矤	臻	上	軫	書	開	3	全清	式			忍		
11537	矧	臻	上	軫	書	開	3	全清	式			忍		
11538	訠	臻	上	軫	書	開	3	全清	式			忍		
11539	哂	臻	上	軫	書	開	3	全清	式			忍		
11540	弞	臻	上	軫	書	開	3	全清	式			忍		
11541	頣	臻	上	軫	書	開	3	全清	式			忍		
11542	嶙	臻	上	軫	來	開	3	次濁	良			忍		
11543	僯	臻	上	軫	來	開	3	次濁	良			忍		
11544	𩕔	臻	上	軫	來	開	3	次濁	良			忍		
11545	橉	臻	上	軫	來	開	3	次濁	良			忍		
11546	撛	臻	上	軫	來	開	3	次濁	良			忍		
11547	紖	臻	上	軫	澄	開	3	全濁	直			引		
11548	䏖	臻	上	軫	澄	開	3	全濁	直			引		
11549	䀕	臻	上	軫	澄	開	3	全濁	直			引		
11550	眹	臻	上	軫	澄	開	3	全濁	直			引		
11551	緊	臻	上	軫	見	開	3	全清	居			忍		
11552	胗	臻	上	軫	見	開	3	全清	居			忍		
11553	𦜌	臻	上	軫	見	開	3	全清	居			忍		
11554	𤷌	臻	上	軫	見	開	3	全清	居			忍		
11555	盡	臻	上	軫	從	開	3	全濁	慈			忍		
11556	濜	臻	上	軫	從	開	3	全濁	慈			忍		
11557	㯸	臻	上	軫	精	開	3	全清	即			忍		
11558	盡	臻	上	軫	精	開	3	全清	即			忍		
11559	牝	臻	上	軫	並	開	3	全濁	毗			忍		
11560	髕	臻	上	軫	並	開	3	全濁	毗			忍		
11561	臏	臻	上	軫	並	開	3	全濁	毗			忍		
11562	猵	臻	上	軫	並	開	3	全濁	毗			忍		
11563	釿	臻	上	軫	疑	開	3	次濁	宜			引		
11564	磭	臻	上	軫	疑	開	3	次濁	宜			引		
11565	𪙤	臻	上	軫	疑	開	3	次濁	宜			引		
11566	齗	臻	上	軫	疑	開	3	次濁	宜			引		
11567	听	臻	上	軫	疑	開	3	次濁	宜			引		
11568	笉	臻	上	軫	清	開	3	次清	七			忍		
11569	窘	臻	上	準	羣	合	3	全濁	渠			殞		
11570	僒	臻	上	準	羣	合	3	全濁	渠			殞		
11571	莙	臻	上	準	羣	合	3	全濁	渠			殞		
11572	㖥	臻	上	準	羣	合	3	全濁	渠			殞		
11573	㻒	臻	上	準	羣	合	3	全濁	渠			殞		
11574	箘	臻	上	準	羣	合	3	全濁	渠			殞		
11575	菌	臻	上	軫	羣	合	3	全濁	渠			殞		
11576	䐃	臻	上	準	羣	合	3	全濁	渠			殞		
11577	蔨	臻	上	準	羣	合	3	全濁	渠			殞		
11578	蜠	臻	上	準	羣	合	3	全濁	渠			殞		
11579	囷	臻	上	準	羣	合	3	全濁	渠			殞		
11580	引	臻	上	軫	以	開	3	次濁	余			忍		
11581	𢎢	臻	上	軫	以	開	3	次濁	余			忍		
11582	蚓	臻	上	軫	以	開	3	次濁	余			忍		
11583	螾	臻	上	軫	以	開	3	次濁	余			忍		
11584	弞	臻	上	軫	以	開	3	次濁	余			忍		
11585	𠻤	臻	上	軫	以	開	3	次濁	余			忍		
11586	𢯼	臻	上	軫	以	開	3	次濁	余			忍		
11587	䏖	臻	上	軫	以	開	3	次濁	余			忍		
11588	濥	臻	上	軫	以	開	3	次濁	余			忍		
11589	廴	臻	上	軫	以	開	3	次濁	余			忍		
11590	戭	臻	上	軫	以	開	3	次濁	余			忍		
11591	縯	臻	上	軫	以	開	3	次濁	余			忍		
11592	鈏	臻	上	軫	以	開	3	次濁	余			忍		
11593	靷	臻	上	軫	以	開	3	次濁	余			忍		
11594	愍	臻	上	軫	明	開	3	次濁	眉			殞		
11595	慜	臻	上	軫	明	開	3	次濁	眉			殞		
11596	憫	臻	上	軫	明	開	3	次濁	眉			殞		
11597	閔	臻	上	軫	明	開	3	次濁	眉			殞		
11598	敏	臻	上	軫	明	開	3	次濁	眉			殞		
11599	敃	臻	上	軫	明	開	3	次濁	眉			殞		
11600	暋	臻	上	軫	明	開	3	次濁	眉			殞		
11601	潣	臻	上	軫	明	開	3	次濁	眉			殞		
11602	簢	臻	上	軫	明	開	3	次濁	眉			殞		
11603	𥴲	臻	上	軫	明	開	3	次濁	眉			殞		
11604	𤛎	臻	上	軫	明	開	3	次濁	眉			殞		
11605	𦌡	臻	上	軫	明	開	3	次濁	眉			殞		
11606	𨏵	臻	上	軫	明	開	3	次濁	眉			殞		
11607	鰵	臻	上	軫	明	開	3	次濁	眉			殞		
11608	泯	臻	上	軫	明	開	3	次濁	武			盡		
11609	𤿕	臻	上	軫	明	開	3	次濁	武			盡		
11610	僶	臻	上	軫	明	開	3	次濁	武			盡		
11611	笢	臻	上	軫	明	開	3	次濁	武			盡		
11612	黽	臻	上	軫	明	開	3	次濁	武			盡		
11613	澠	臻	上	軫	明	開	3	次濁	武			盡		
11614	䟨	臻	上	軫	明	開	3	次濁	武			盡		
11615	刡	臻	上	軫	明	開	3	次濁	武			盡		
11616	𨍌	臻	上	軫	明	開	3	次濁	武			盡		
11617	䐇	臻	上	軫	明	開	3	次濁	武			盡		
11618	殞	臻	上	軫	云	開	3	次濁	于			敏		
11619	溳	臻	上	軫	云	開	3	次濁	于			敏		
11620	磒	臻	上	軫	云	開	3	次濁	于			敏		
11621	隕	臻	上	軫	云	開	3	次濁	于			敏		
11622	霣	臻	上	軫	云	開	3	次濁	于			敏		
11623	愪	臻	上	軫	云	開	3	次濁	于			敏		
11624	荺	臻	上	軫	云	開	3	次濁	于			敏		
11625	準	臻	上	準	章	合	3	全清	之			尹		
11626	准	臻	上	準	章	合	3	全清	之			尹		
11627	埻	臻	上	準	章	合	3	全清	之			尹		
11628	純	臻	上	準	章	合	3	全清	之			尹		
11629	尹	臻	上	準	以	合	3	次濁	余			準		
11630	䪳	臻	上	準	以	合	3	次濁	余			準		
11631	允	臻	上	準	以	合	3	次濁	余			準		
11632	狁	臻	上	準	以	合	3	次濁	余			準		
11633	馻	臻	上	準	以	合	3	次濁	余			準		
11634	玧	臻	上	準	以	合	3	次濁	余			準		
11635	𡴞	臻	上	準	以	合	3	次濁	余			準		
11636	𧉃	臻	上	準	以	合	3	次濁	余			準		
11637	筍	臻	上	準	心	合	3	全清	思			尹		
11638	笋	臻	上	準	心	合	3	全清	思			尹		
11639	𠣬	臻	上	準	心	合	3	全清	思			尹		
11640	鵻	臻	上	準	心	合	3	全清	思			尹		
11641	隼	臻	上	準	心	合	3	全清	思			尹		
11642	箰	臻	上	準	心	合	3	全清	思			尹		
11643	簨	臻	上	準	心	合	3	全清	思			尹		
11644	𥯗	臻	上	準	心	合	3	全清	思			尹		
11645	𣕍	臻	上	準	心	合	3	全清	思			尹		
11646	奞	臻	上	準	心	合	3	全清	先			準		
11647	蝡	臻	上	準	日	合	3	次濁	而			允		
11648	蠢	臻	上	準	昌	合	3	次清	尺			尹		
11649	𢧨	臻	上	準	昌	合	3	次清	尺			尹		
11650	䐏	臻	上	準	昌	合	3	次清	尺			尹		
11651	踳	臻	上	準	昌	合	3	次清	尺			尹		
11652	惷	臻	上	準	昌	合	3	次清	尺			尹		
11653	𦚧	臻	上	準	昌	合	3	次清	尺			尹		
11654	偆	臻	上	準	昌	合	3	次清	尺			尹		
11655	僢	臻	上	準	昌	合	3	次清	尺			尹		
11656	𢾎	臻	上	準	昌	合	3	次清	尺			尹		
11657	盾	臻	上	準	船	合	3	全濁	食			尹		
11658	揗	臻	上	準	船	合	3	全濁	食			尹		
11659	吮	臻	上	準	船	合	3	全濁	食			尹		
11660	楯	臻	上	準	船	合	3	全濁	食			尹		
11661	偆	臻	上	準	徹	合	3	次清	癡			準		
11662	耣	臻	上	準	來	合	3	次濁	力			準		
11663	𦓾	臻	上	準	來	合	3	次濁	力			準		
11664	𣯍	臻	上	準	日	合	3	次濁	而			尹		
11665	𦄐	臻	上	準	溪	合	3	次清	丘			尹		
11666	螼	臻	上	準	溪	合	3	次清	弃			忍		
11667	𤿳	臻	上	準	溪	合	3	次清	弃			忍		
11668	𧼒	臻	上	準	溪	合	3	次清	弃			忍		
11669	賰	臻	上	準	書	合	3	全清	式			允		
11670	脪	臻	上	準	曉	合	3	次清	興			腎		
11671	㾙	臻	上	準	曉	合	3	次清	興			腎		
11672	濜	臻	上	準	崇	合	3	全濁	鉏			紖		
11673	屒	臻	上	準	知	合	3	全清	珍			忍		
11674	吻	臻	上	吻	微	合	3	次濁	武			粉		
11675	𦝮	臻	上	吻	微	合	3	次濁	武			粉		
11676	刎	臻	上	吻	微	合	3	次濁	武			粉		
11677	抆	臻	上	吻	微	合	3	次濁	武			粉		
11678	伆	臻	上	吻	微	合	3	次濁	武			粉		
11679	勽	臻	上	吻	微	合	3	次濁	武			粉		
11680	𦮶	臻	上	吻	微	合	3	次濁	武			粉		
11681	粉	臻	上	吻	非	合	3	全清	方			吻		
